"chr" "pos" "strand" "Name" "Islands_Name" "Relation_to_Island" "UCSC_RefGene_Name" "UCSC_RefGene_Accession" "UCSC_RefGene_Group" "Regulatory_Feature_Name" "Regulatory_Feature_Group" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"cg10871529" "chr17" 40118519 "-" "cg10871529" "chr17:40118605-40119301" "N_Shore" "CNP" "NM_033133" "TSS1500" "17:40118500-40119011" "Promoter_Associated" -1.26306890038472 -6.92645996307146 -3.20892222585084 0.00139153295889052 0.0218984078385067 -1.32327067790902
"cg02963164" "chr17" 60705058 "+" "cg02963164" "chr17:60704542-60705943" "Island" "MRC2;MRC2" "NM_006039;NM_006039" "1stExon;5'UTR" "17:60704341-60706268" "Promoter_Associated" -0.790118905941226 -6.93416672142975 -3.20889746123341 0.00139165110381196 0.0218984078385067 -1.32334626483746
"cg20486897" "chr18" 47087108 "-" "cg20486897" "chr18:47087075-47087446" "Island" "LIPG" "NM_006033" "TSS1500" "" "" -0.911715145484667 -7.62790467488144 -3.20787514716165 0.00139653636952333 0.0219494387221649 -1.32646609265759
"cg07077900" "chr3" 53916135 "+" "cg07077900" "chr3:53915731-53916320" "Island" "ACTR8;ACTR8" "NM_022899;NM_022899" "5'UTR;1stExon" "3:53916074-53916277" "Promoter_Associated" -1.24456043264552 -10.6359388411757 -3.20763169354664 0.00139770207929769 0.0219610957763234 -1.32720890540295
"cg10507365" "chr2" 120124677 "-" "cg10507365" "chr2:120124241-120125287" "Island" "C2orf76;DBI;DBI;DBI;DBI" "NM_001017927;NM_001079862;NM_001079863;NM_020548;NM_020548" "TSS1500;Body;TSS1500;1stExon;5'UTR" "2:120124201-120124732" "Promoter_Associated" -1.01586961232666 -8.82992125085975 -3.20759470751915 0.00139787925523387 0.0219623733401949 -1.32732175041795
"cg05602200" "chr16" 89307410 "-" "cg05602200" "" "OpenSea" "" "" "" "16:89307198-89308334" "Promoter_Associated" -1.25810285446596 -9.33042933618361 -3.20702212001174 0.0014006247974236 0.0219911733749257 -1.32906856374998
"cg01959729" "chr6" 7910319 "-" "cg01959729" "chr6:7910087-7911418" "Island" "TXNDC5;TXNDC5" "NM_030810;NM_001145549" "Body;TSS200" "" "" -1.18381497017984 -9.99607259198978 -3.20659622529899 0.0014026701819448 0.0220157793960048 -1.33036765976249
"cg03150463" "chr7" 108166687 "-" "cg03150463" "chr7:108166211-108167077" "Island" "PNPLA8" "NM_015723" "TSS200" "7:108165943-108167424" "Promoter_Associated" -1.15940675639319 -10.0367414408322 -3.20527656677907 0.00140902545785808 0.0220862461707227 -1.33439191769761
"cg17025142" "chr5" 99871651 "-" "cg17025142" "chr5:99870925-99871720" "Island" "FAM174A" "NM_198507" "1stExon" "5:99870671-99871817" "Promoter_Associated" -1.31760126975764 -9.54065699989626 -3.20517282322946 0.0014095261973659 0.0220915879078985 -1.33470821227307
"cg18435820" "chr4" 124319259 "-" "cg18435820" "chr4:124318307-124319998" "Island" "SPRY1;SPRY1" "NM_199327;NM_005841" "5'UTR;TSS1500" "4:124318402-124320293" "Promoter_Associated" -1.07369215272673 -10.4870352197003 -3.2045641173756 0.00141246755494181 0.0221276436570518 -1.33656384173592
"cg04923513" "chr1" 21059745 "+" "cg04923513" "chr1:21058006-21059366" "S_Shore" "SH2D5;SH2D5" "NM_001103161;NM_001103160" "TSS1500;TSS1500" "1:21059349-21059859" "Promoter_Associated" -1.22306818727367 -10.4524871385589 -3.2013277958864 0.00142820139406583 0.0223049743010735 -1.34642396733295
"cg12262681" "chr3" 197517997 "-" "cg12262681" "chr3:197517983-197518782" "Island" "LRCH3" "NM_032773" "TSS200" "3:197517751-197519438" "Promoter_Associated" -1.5578329574995 -9.78629219450393 -3.20051464924391 0.00143217999266806 0.0223538861333256 -1.34889986704658
"cg24283621" "chr10" 6246090 "+" "cg24283621" "chr10:6242975-6246457" "Island" "PFKFB3;PFKFB3" "NM_004566;NM_001145443" "Body;Body" "" "" -1.13655598900368 -10.1982749172961 -3.20030064519393 0.00143322878130569 0.0223657858703902 -1.34955137318723
"cg18387399" "chr14" 89258638 "+" "cg18387399" "chr14:89258396-89259587" "Island" "EML5" "NM_183387" "Body" "14:89257994-89260081" "Promoter_Associated" -0.920788498549784 -8.09322353190619 -3.19811528241271 0.00144397947056417 0.0224739902824839 -1.35620199080375
"cg00557469" "chr5" 133562427 "-" "cg00557469" "chr5:133561140-133562544" "Island" "PPP2CA" "NM_002715" "TSS1500" "5:133562290-133562496" "Promoter_Associated" -1.13541893186296 -10.2663186002768 -3.19584795327502 0.00145521207436012 0.0225931121671919 -1.36309739088047
"cg13359649" "chr12" 105724310 "+" "cg13359649" "chr12:105724272-105725052" "Island" "C12orf75" "NM_001145199" "TSS200" "12:105724142-105724676" "Unclassified" -1.14737680716584 -9.31495305791219 -3.19487496977006 0.00146005704477376 0.0226438537209156 -1.36605497176402
"cg19047292" "chr16" 56228442 "-" "cg19047292" "chr16:56224731-56224980" "S_Shelf" "DKFZP434H168;GNAO1;GNAO1" "NR_026889;NM_020988;NM_138736" "TSS200;Body;Body" "16:56228174-56228697" "Unclassified_Cell_type_specific" -1.08094421378757 -8.7059343151589 -3.19487333380078 0.00146006520361154 0.0226438537209156 -1.36605994388835
"cg04115025" "chr22" 32807879 "-" "cg04115025" "chr22:32807825-32808285" "Island" "C22orf28" "NM_014306" "Body" "22:32807281-32808787" "Promoter_Associated" -0.747301617541582 -6.20062318437504 -3.19449372718653 0.00146195950068513 0.0226655964751122 -1.36721359755312
"cg14196143" "chr6" 13711924 "-" "cg14196143" "chr6:13710979-13712556" "Island" "RANBP9" "NM_005493" "TSS200" "6:13711089-13713034" "Promoter_Associated" -0.99431488569562 -7.97426490096135 -3.19421641398403 0.00146334477183279 0.0226794355258396 -1.36805628954658
"cg01851088" "chr3" 48700337 "+" "cg01851088" "chr3:48698335-48701667" "Island" "CELSR3;CELSR3" "NM_001407;NM_001407" "5'UTR;1stExon" "" "" -1.01453354437136 -8.22503660800766 -3.19375099374711 0.00146567242455485 0.0227061676082664 -1.36947043654893
"cg16262623" "chr17" 42297029 "+" "cg16262623" "chr17:42295861-42299719" "Island" "UBTF;UBTF;UBTF" "NM_001076684;NM_014233;NM_001076683" "TSS200;TSS1500;5'UTR" "17:42294752-42297183" "Promoter_Associated" -1.13143164885512 -10.7482510933963 -3.19373954418337 0.00146572972900879 0.0227062063788753 -1.36950522273003
"cg08634079" "chr15" 65478037 "-" "cg08634079" "chr15:65476794-65478055" "Island" "CLPX" "NM_006660" "TSS1500" "15:65476595-65478400" "Promoter_Associated" -1.27275740462371 -10.3868246736375 -3.19325993578429 0.00146813200277729 0.0227324521651409 -1.37096226507415
"cg02433498" "chr17" 36904779 "+" "cg02433498" "chr17:36903871-36906328" "Island" "PCGF2" "NM_007144" "TSS1500" "17:36904523-36904901" "Unclassified" -1.02675134177207 -8.44022524592731 -3.19039423030181 0.00148256174394981 0.0228865221704902 -1.37966380295999
"cg25267957" "chr22" 32871051 "+" "cg25267957" "chr22:32870550-32871364" "Island" "FBXO7;FBXO7" "NM_001033024;NM_012179" "TSS200;1stExon" "22:32869285-32871235" "Promoter_Associated" -0.969226434363337 -9.15111594507078 -3.18625131803669 0.00150365424143215 0.0231016171165281 -1.39223008882068
"cg21445541" "chr1" 167424621 "+" "cg21445541" "chr1:167424088-167425216" "Island" "CD247;CD247" "NM_198053;NM_000734" "Body;Body" "1:167423962-167425486" "Promoter_Associated_Cell_type_specific" -1.24493328706407 -9.48772309381383 -3.18561409973529 0.00150692293665912 0.0231340064143885 -1.39416149302189
"cg19932343" "chr11" 66610763 "+" "cg19932343" "chr11:66610366-66611267" "Island" "RCE1;C11orf80;RCE1" "NM_001032279;NM_024650;NM_005133" "TSS200;3'UTR;TSS200" "11:66609889-66611561" "Promoter_Associated" -1.11962928928154 -9.82209292122809 -3.18467074570379 0.00151177404059684 0.0231935618638185 -1.39702010368554
"cg15400200" "chr2" 64067996 "+" "cg15400200" "chr2:64067892-64068906" "Island" "UGP2;UGP2" "NM_006759;NM_001001521" "TSS1500;TSS200" "2:64067487-64069136" "Promoter_Associated" -0.95752284192706 -8.14253926224433 -3.18276809749569 0.00152160210742358 0.0232965030661124 -1.40278312632296
"cg22995356" "chr3" 184081109 "-" "cg22995356" "chr3:184079215-184081286" "Island" "POLR2H" "NM_006232" "TSS200" "3:184080702-184081608" "Promoter_Associated" -0.836157877756421 -6.82724327594432 -3.18259065492181 0.00152252168132524 0.0233054150948917 -1.40332042015154
"cg23989516" "chr11" 65554385 "+" "cg23989516" "chr11:65553749-65555573" "Island" "OVOL1" "NM_004561" "TSS200" "" "" -1.23348194188148 -9.0096529449217 -3.18177581655889 0.00152675106913469 0.0233606957729548 -1.40578736667894
"cg06135725" "chr22" 20307624 "+" "cg06135725" "chr22:20307109-20308026" "Island" "DGCR6L" "NM_033257" "TSS200" "22:20306568-20308327" "Promoter_Associated" -1.1784656253937 -9.85975642478829 -3.17984786302482 0.00153680125836876 0.0234702350086142 -1.41162185826689
"cg22047825" "chr15" 99640892 "+" "cg22047825" "chr15:99640592-99641026" "Island" "" "" "" "15:99640380-99641329" "Unclassified" -1.14574859240233 -8.99027881417611 -3.17980352853062 0.00153703308528243 0.0234729102990795 -1.41175598564181
"cg27417922" "chr7" 75988359 "+" "cg27417922" "chr7:75987606-75988977" "Island" "YWHAG" "NM_012479" "TSS200" "7:75987210-75989367" "Promoter_Associated" -1.17846702792193 -11.9335008284179 -3.17860899058791 0.00154329153727792 0.0235398546795381 -1.41536919760671
"cg07552700" "chr16" 28875725 "-" "cg07552700" "chr16:28874665-28875558" "S_Shore" "SH2B1;SH2B1;SH2B1;SH2B1;SH2B1;SH2B1" "NM_001145797;NM_015503;NM_001145795;NM_001145796;NM_001145812;NM_015503" "5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;1stExon" "16:28874400-28876260" "Promoter_Associated" -1.41833813520966 -9.55740859662333 -3.17659278159134 0.00155390827922004 0.0236452120553115 -1.4214647909644
"cg25908612" "chr20" 44562937 "+" "cg25908612" "chr20:44562892-44564220" "Island" "PCIF1" "NM_022104" "TSS1500" "20:44561916-44564216" "Promoter_Associated" -1.13067767713973 -10.7326006100533 -3.17499872057651 0.00156234978136959 0.0237492413678764 -1.4262814475287
"cg06151625" "chr3" 23957967 "-" "cg06151625" "chr3:23957941-23959181" "Island" "RPL15;NKIRAS1" "NM_002948;NM_020345" "TSS1500;5'UTR" "3:23957939-23959354" "Promoter_Associated" -1.29808516875071 -9.1895945305373 -3.1739209543182 0.00156808114994867 0.0238136483195281 -1.42953672370248
"cg03061811" "chr19" 49866779 "-" "cg03061811" "chr19:49866752-49867209" "Island" "DKKL1;TEAD2" "NM_014419;NM_003598" "TSS1500;TSS1500" "19:49865953-49867055" "Unclassified" -1.43436689763356 -10.4261553196339 -3.17166564328677 0.00158013731532456 0.0239403765707316 -1.43634517255147
"cg16676472" "chr19" 42363949 "+" "cg16676472" "chr19:42363678-42364765" "Island" "RPS19" "NM_001022" "TSS200" "19:42363293-42365057" "Promoter_Associated" -1.05858542363675 -7.10367328955351 -3.17062932161178 0.00158570578317402 0.0239977439644912 -1.43947209729868
"cg26734943" "chr16" 25269461 "-" "cg26734943" "chr16:25268786-25269728" "Island" "ZKSCAN2" "NM_001012981" "TSS1500" "" "" -0.947660420327755 -7.41522274305648 -3.17023366490798 0.00158783653672318 0.0240159551642742 -1.44066566240891
"cg24070123" "chr6" 34665156 "-" "cg24070123" "chr6:34664072-34664407" "S_Shore" "C6orf106;C6orf106" "NM_024294;NM_022758" "TSS1500;TSS1500" "6:34663663-34665607" "Promoter_Associated" -1.24241819845203 -6.90466285731182 -3.16985775079276 0.00158986341598922 0.0240404685499457 -1.44179953663192
"cg24375287" "chr13" 50366190 "-" "cg24375287" "chr13:50366060-50367303" "Island" "KPNA3" "NM_002267" "Body" "" "" -1.20976226376576 -9.92477312263615 -3.16666924836649 0.00160715162822576 0.0242223256912322 -1.4514118019408
"cg10994858" "chr10" 89264429 "+" "cg10994858" "chr10:89264370-89265371" "Island" "MINPP1;MINPP1" "NM_004897;NM_004897" "1stExon;5'UTR" "10:89263932-89265756" "Promoter_Associated" -0.525910831808286 -6.35781780124693 -3.16654057257335 0.00160785294113004 0.0242302514242101 -1.45179951901998
"cg09932441" "chr12" 12966285 "+" "cg09932441" "chr12:12966123-12966349" "Island" "DDX47;DDX47;DDX47;DDX47" "NM_201224;NM_201224;NM_016355;NM_016355" "1stExon;5'UTR;1stExon;5'UTR" "12:12965125-12966805" "Promoter_Associated" -1.13286432079583 -11.0215538142589 -3.16590507281022 0.00161132070367112 0.024266623332152 -1.45371413888626
"cg22626663" "chr17" 4870301 "+" "cg22626663" "chr17:4870189-4871710" "Island" "SPAG7" "NM_004890" "Body" "17:4870069-4873104" "Promoter_Associated" -1.1915586639691 -10.7984254147423 -3.16479786507408 0.00161737894226625 0.0243312361472769 -1.45704901843938
"cg20463945" "chr6" 30615578 "+" "cg20463945" "chr6:30614721-30615643" "Island" "C6orf136;C6orf136;C6orf136" "NM_145029;NM_001161376;NM_001109938" "Body;1stExon;Body" "6:30614515-30615953" "Promoter_Associated" -0.800411756497433 -7.34236647216868 -3.16462699851135 0.00161831573102997 0.0243388447122452 -1.45756356293645
"cg24250450" "chr4" 40058375 "-" "cg24250450" "chr4:40057484-40059041" "Island" "N4BP2;LOC344967" "NM_018177;NR_027277" "TSS200;Body" "4:40058282-40058620" "Promoter_Associated" -1.07159824754222 -10.342372898507 -3.1633110538158 0.00162554728261012 0.0244113883652574 -1.46152547078589
"cg18927565" "chr5" 110847930 "+" "cg18927565" "chr5:110847820-110848445" "Island" "STARD4" "NM_139164" "5'UTR" "5:110847738-110848754" "Promoter_Associated" -1.1080746819082 -9.63057860745116 -3.15918454930737 0.00164841748609566 0.0246435980803463 -1.47393873523037
"cg07000245" "chr17" 48797037 "-" "cg07000245" "chr17:48796750-48797317" "Island" "LUC7L3;LUC7L3;LUC7L3;LUC7L3" "NM_006107;NM_016424;NM_006107;NM_016424" "1stExon;5'UTR;5'UTR;1stExon" "17:48796394-48798244" "Promoter_Associated" -1.20534191566439 -10.717421182935 -3.15841095421528 0.00165273784395059 0.0246840108534921 -1.47626409546102
"cg16805816" "chr17" 41150871 "-" "cg16805816" "chr17:41150292-41150649" "S_Shore" "RPL27" "NM_000988" "Body" "17:41149822-41150915" "Unclassified" -1.16125407152945 -9.63557961556031 -3.15775517104736 0.0016564084223808 0.0247138880399822 -1.47823488985613
"cg04173528" "chr17" 38443899 "+" "cg04173528" "chr17:38443815-38444152" "Island" "CDC6" "NM_001254" "TSS1500" "17:38443617-38444454" "Promoter_Associated" -1.10320342041835 -9.22119655333255 -3.1576259012851 0.00165713286305824 0.0247211359742748 -1.47862333129339
"cg16546016" "chr4" 121994092 "+" "cg16546016" "chr4:121992003-121993703" "S_Shore" "C4orf31" "NM_024574" "TSS1500" "" "" -1.01140152011261 -8.96126009720385 -3.15722501542238 0.00165938132566462 0.0247430972327563 -1.47982785102497
"cg18983090" "chr13" 37575004 "-" "cg18983090" "chr13:37574792-37575223" "Island" "EXOSC8" "NM_181503" "Body" "13:37574458-37575433" "Promoter_Associated" -1.25267626001001 -9.40378129372471 -3.15648172100376 0.00166355771150038 0.024790455526443 -1.48206079375861
"cg16476890" "chr4" 40631571 "+" "cg16476890" "chr4:40631740-40632587" "N_Shore" "RBM47;RBM47" "NM_001098634;NM_001098634" "1stExon;5'UTR" "" "" -1.24702857491235 -8.47553453273132 -3.15647873132303 0.00166357452932115 0.024790455526443 -1.48206977407514
"cg00907843" "chr7" 73038888 "+" "cg00907843" "chr7:73037528-73038957" "Island" "MLXIPL;MLXIPL;MLXIPL;MLXIPL" "NM_032952;NM_032954;NM_032953;NM_032951" "TSS200;TSS200;TSS200;TSS200" "7:73037118-73039070" "Unclassified" -1.27739706419178 -8.83088466555737 -3.15628842426807 0.00166464538429926 0.0247983862227327 -1.48264139589755
"cg03748434" "chr16" 67280767 "+" "cg03748434" "chr16:67280023-67283152" "Island" "FHOD1" "NM_013241" "Body" "16:67280259-67280908" "Promoter_Associated" -1.11291667893704 -8.60908951805556 -3.15550356155829 0.00166906851391744 0.0248383795911557 -1.48499851982246
"cg11766711" "chr14" 103542167 "+" "cg11766711" "chr14:103541703-103542179" "Island" "" "" "" "14:103541182-103542396" "Unclassified" -1.11244580120255 -8.30531234821708 -3.15510152801892 0.00167133838649967 0.0248624601952426 -1.48620569875125
"cg04777683" "chr1" 185286462 "+" "cg04777683" "chr1:185285329-185286735" "Island" "IVNS1ABP" "NM_006469" "TSS200" "1:185286204-185286831" "Promoter_Associated" -1.14171002635941 -8.52107104288847 -3.15300822803666 0.00168320316680438 0.0249821825686007 -1.49248879818463
"cg24423860" "chr12" 53473299 "-" "cg24423860" "chr12:53472814-53473491" "Island" "SPRYD3" "NM_032840" "TSS200" "12:53472361-53473969" "Promoter_Associated" -1.09277297566255 -9.25902102790897 -3.15062549894962 0.00169680288795339 0.0251292644305819 -1.49963569612706
"cg10679147" "chr20" 60877989 "-" "cg10679147" "chr20:60877499-60879008" "Island" "ADRM1;ADRM1" "NM_175573;NM_007002" "TSS200;TSS200" "20:60877577-60878200" "Promoter_Associated" -1.1533204745629 -10.9271251331375 -3.1496209072619 0.00170256701383662 0.0251867215989705 -1.50264735415319
"cg07905049" "chr19" 11266334 "+" "cg07905049" "chr19:11266230-11266726" "Island" "SPC24" "NM_182513" "1stExon" "19:11265875-11267127" "Promoter_Associated" -0.99057285209053 -8.59513780398138 -3.14930008983617 0.00170441159223335 0.0252077090217676 -1.50360893373254
"cg11591516" "chr10" 85954316 "+" "cg11591516" "chr10:85954199-85955303" "Island" "PCDH21" "NM_033100" "TSS200" "10:85953982-85955062" "Unclassified" -0.849275034765688 -7.88409898056534 -3.1477978244726 0.00171307357911113 0.0252870752521947 -1.50811037687526
"cg26003865" "chr22" 50964228 "-" "cg26003865" "chr22:50963608-50970768" "Island" "TYMP;SCO2;SCO2;TYMP;SCO2;TYMP;SCO2" "NM_001113756;NM_005138;NM_001169111;NM_001953;NM_001169109;NM_001113755;NM_001169110" "Body;TSS200;TSS200;Body;5'UTR;Body;5'UTR" "22:50963618-50965132" "Promoter_Associated" -0.983239522008692 -9.12308271428759 -3.14731957373159 0.0017158396512378 0.0253170823765646 -1.5095429869714
"cg04765236" "chr19" 4066876 "-" "cg04765236" "chr19:4064086-4067980" "Island" "ZBTB7A" "NM_015898" "TSS200" "" "" -1.19702377987655 -10.2584585166714 -3.14670477696339 0.00171940151521137 0.0253533858145156 -1.51138431279089
"cg10724442" "chr19" 40971809 "-" "cg10724442" "chr19:40971476-40973393" "Island" "SPTBN4;BLVRB" "NM_020971;NM_000713" "TSS1500;TSS200" "19:40971502-40972381" "Promoter_Associated" -1.1321755388694 -11.462314919724 -3.14458300254363 0.00173174655340107 0.0254909671987468 -1.51773637481013
"cg08724919" "chr11" 61100443 "-" "cg08724919" "chr11:61100073-61100972" "Island" "DDB1;DAK;DDB1" "NM_001923;NM_015533;NM_001923" "1stExon;TSS1500;5'UTR" "11:61099363-61101347" "Unclassified" -1.02168860973635 -9.49026400427959 -3.14320958911836 0.00173978092216317 0.025576520324391 -1.52184581116779
"cg13382322" "chr18" 35147090 "-" "cg13382322" "chr18:35144907-35147628" "Island" "BRUNOL4;BRUNOL4;BRUNOL4;BRUNOL4" "NM_001025089;NM_001025087;NM_020180;NM_001025088" "TSS1500;TSS1500;TSS1500;TSS1500" "" "" -1.04332493447886 -8.74484595772657 -3.1431042480155 0.0017403985759941 0.0255810622294996 -1.52216093377131
"cg14331002" "chr19" 11201349 "+" "cg14331002" "chr19:11200919-11201686" "Island" "LDLR" "NM_000527" "Body" "19:11200700-11201839" "Promoter_Associated" -1.03031612718001 -8.86482367335632 -3.14116361554176 0.00175181342978913 0.0257078031382313 -1.52796440174949
"cg00655669" "chr2" 24163524 "-" "cg00655669" "chr2:24163185-24163878" "Island" "UBXN2A" "NM_181713" "5'UTR" "2:24163017-24164642" "Promoter_Associated" -1.17170670133921 -9.14693007633499 -3.14099926232943 0.00175278332135814 0.0257174819182082 -1.52845574057873
"cg09967877" "chr11" 66791156 "+" "cg09967877" "chr11:66790543-66791440" "Island" "SYT12" "NM_177963" "5'UTR" "11:66790280-66791755" "Unclassified_Cell_type_specific" -1.24525368886499 -10.9194327189378 -3.1399405821842 0.00175904273852523 0.0257793381159636 -1.53162009757586
"cg14022434" "chr10" 123687714 "-" "cg14022434" "chr10:123686972-123688109" "Island" "ATE1;ATE1" "NM_007041;NM_001001976" "TSS200;TSS200" "10:123687503-123688306" "Promoter_Associated" -1.12032185885428 -9.20240811852939 -3.13993795292264 0.00175905830956568 0.0257793381159636 -1.53162795505374
"cg26952407" "chr6" 27219317 "-" "cg26952407" "chr6:27218792-27219813" "Island" "PRSS16" "NM_005865" "Body" "6:27218855-27219465" "Promoter_Associated" -1.02026395726256 -6.03780632705316 -3.13990081886775 0.00175927823881812 0.0257793381159636 -1.53173892850122
